date,r2y_liq,r3y_liq,r4y_liq,r5y_liq,r6y_liq,r7y_liq,r8y_liq,r9y_liq,r10y_liq,r11y_liq
3/2/1999,2.666908436,2.290006402,2.011847742,1.797631411,1.635323404,1.514885878,1.426681729,1.362256932,1.314739392,1.27879327
3/3/1999,2.41591884,2.074488023,1.822507588,1.628451706,1.481418922,1.372316081,1.29241305,1.234051436,1.191005894,1.158442754
3/4/1999,2.394369659,2.05598429,1.806251436,1.613926466,1.468205166,1.360075485,1.280885162,1.223044114,1.180382524,1.148109835
3/5/1999,2.402785861,2.063211068,1.812600404,1.619599413,1.473365902,1.364856146,1.285387469,1.22734311,1.184531565,1.152145438
3/8/1999,2.410250781,2.069621005,1.818231749,1.624631147,1.477943322,1.36909645,1.289380882,1.231156191,1.18821164,1.155724897
3/9/1999,2.409220228,2.068736095,1.817454326,1.623936502,1.477311396,1.368511064,1.28882958,1.230629785,1.187703595,1.155230742
3/10/1999,2.336612696,2.006389856,1.762681055,1.574995347,1.432789134,1.327267757,1.249987662,1.193541855,1.151909348,1.120415141
3/11/1999,2.329293108,2.000104712,1.757159344,1.570061574,1.428300831,1.323110006,1.246071996,1.189803009,1.148300918,1.116905369
3/12/1999,2.353180859,2.020616516,1.775179655,1.586163128,1.442948577,1.336678982,1.258850919,1.202004873,1.160077163,1.128359641
3/15/1999,2.323162623,1.99484062,1.752534663,1.565929316,1.424541674,1.319627702,1.242792449,1.186671557,1.145278695,1.113965776
3/16/1999,2.34317918,2.012028328,1.767634643,1.57942149,1.436815641,1.330997721,1.253500449,1.196896015,1.155146509,1.123563796
3/17/1999,2.291139967,1.96734358,1.728377587,1.544344423,1.40490568,1.30143785,1.2256617,1.170314383,1.129492084,1.098610785
3/18/1999,2.298882347,1.973991765,1.734218241,1.54956318,1.409653235,1.305835759,1.229803542,1.174269191,1.133308942,1.102323287
3/19/1999,2.299582594,1.974593049,1.73474649,1.550035182,1.410082621,1.306233521,1.230178144,1.174626877,1.133654152,1.102659058
3/22/1999,2.289554502,1.965982182,1.727181553,1.543275739,1.403933488,1.300537257,1.224813544,1.169504527,1.128710477,1.097850548
3/23/1999,2.276580069,1.954841366,1.717393971,1.534530314,1.395977686,1.293167381,1.217872779,1.162877187,1.122314308,1.091629255
3/24/1999,2.367942708,2.03329214,1.786315618,1.596113362,1.452000406,1.345064165,1.266747876,1.209545226,1.167354497,1.135438007
3/25/1999,2.379661974,2.043355175,1.795156333,1.604012741,1.45918655,1.351721068,1.273017181,1.215531428,1.173131891,1.141057441
3/26/1999,2.370743705,2.035697285,1.788428619,1.598001376,1.453717951,1.346655218,1.268246289,1.210975976,1.16873534,1.136781096
3/29/1999,2.375460474,2.039747454,1.791986829,1.601180717,1.45661023,1.349334487,1.270769558,1.213385301,1.171060625,1.139042805
3/30/1999,2.366780026,2.032293774,1.78543852,1.595329656,1.45128746,1.344403726,1.266125891,1.208951328,1.166781316,1.134880496
3/31/1999,2.285164806,1.962212862,1.723870078,1.540316862,1.401241767,1.298043775,1.222465245,1.167262271,1.126546434,1.095745671
4/1/1999,2.254076381,1.935518022,1.700417763,1.519361688,1.382178635,1.280384595,1.20583427,1.151382302,1.111220382,1.080838647
4/5/1999,2.303529834,1.977982444,1.737724187,1.552695821,1.412503031,1.308475675,1.232289748,1.176643127,1.135600073,1.104551775
4/6/1999,2.347275592,2.015545813,1.770724872,1.582182679,1.439327523,1.333324609,1.255691854,1.198988463,1.157165969,1.125528042
4/7/1999,2.269765246,1.948989652,1.712253043,1.529936778,1.391798901,1.289296352,1.214227141,1.159396175,1.118954719,1.088361521
4/8/1999,2.249259835,1.931382177,1.696784284,1.516115093,1.379225174,1.277648649,1.203257625,1.14892201,1.108845909,1.078529094
4/9/1999,2.280163288,1.957918185,1.72009706,1.536945585,1.398174883,1.295202759,1.219789647,1.164707495,1.124080773,1.093347423
4/12/1999,2.298845407,1.973960046,1.734190375,1.54953828,1.409630584,1.305814777,1.229783781,1.174250322,1.133290732,1.102305574
4/13/1999,2.287496087,1.964214673,1.725628737,1.541888263,1.402671287,1.299368014,1.223712381,1.168453089,1.127695715,1.09686353
4/14/1999,2.25622775,1.937365349,1.702040701,1.520811821,1.383497834,1.281606639,1.206985161,1.152481222,1.11228097,1.081870237
4/15/1999,2.235722338,1.919757872,1.68657194,1.506990133,1.370924106,1.269958935,1.196015643,1.142007056,1.102172158,1.07203781
4/16/1999,2.237373871,1.921176002,1.687817815,1.508103351,1.371936811,1.270897057,1.196899143,1.142850659,1.102986336,1.072829727
4/19/1999,2.237294596,1.921107931,1.687758012,1.508049915,1.371888201,1.270852026,1.196856735,1.142810166,1.102947255,1.072791714
4/20/1999,2.251867709,1.933621492,1.698751597,1.517872932,1.380824298,1.279130002,1.204652725,1.150254112,1.110131545,1.07977958
4/21/1999,2.164898554,1.858943292,1.633144284,1.459251315,1.327495622,1.229728851,1.158127954,1.105830265,1.067257267,1.038077522
4/22/1999,2.183105036,1.874576735,1.64687879,1.471523406,1.338659667,1.240070692,1.167867642,1.115130136,1.076232746,1.046807603
4/23/1999,2.151276724,1.847246573,1.622868322,1.450069511,1.319142843,1.221991234,1.150840859,1.098872233,1.060541942,1.0315458
4/26/1999,2.153919176,1.849515579,1.62486172,1.451850657,1.320763169,1.223492227,1.152254457,1.100221998,1.061844625,1.032812866
4/27/1999,2.166232992,1.86008914,1.63415095,1.460150794,1.328313887,1.230486853,1.158841822,1.106511896,1.067915122,1.038717391
4/28/1999,2.324692496,1.996154283,1.75368876,1.566960528,1.425479779,1.320496717,1.243610866,1.187453016,1.146032896,1.114699357
4/29/1999,2.305217636,1.979431717,1.738997422,1.553833486,1.413537976,1.309434399,1.23319265,1.177505257,1.13643213,1.105361084
4/30/1999,2.287684981,1.964376872,1.725771234,1.542015588,1.402787115,1.299475312,1.223813431,1.168549576,1.127788836,1.096954105
5/3/1999,2.296286154,1.97176248,1.73225974,1.547813214,1.408061274,1.304361042,1.22841469,1.172943055,1.132029065,1.101078402
5/4/1999,2.324983167,1.996403875,1.753908035,1.567156455,1.425658015,1.320661827,1.243766362,1.187601491,1.146176192,1.114838734
5/5/1999,2.264096033,1.944121642,1.707976333,1.526115441,1.388322592,1.286076065,1.211194354,1.15650034,1.116159896,1.08564311
5/6/1999,2.265826841,1.945607843,1.709282011,1.527282094,1.389383907,1.287059217,1.212120263,1.157384437,1.117013154,1.08647304
5/7/1999,2.270596459,1.949703393,1.712880089,1.530497058,1.392308593,1.289768507,1.214671804,1.159820759,1.119364493,1.088760091
5/10/1999,2.253380899,1.93492083,1.699893109,1.518892899,1.381752172,1.27998954,1.205462217,1.15102705,1.110877522,1.080505161
5/11/1999,2.248294182,1.930552995,1.696055819,1.515464193,1.378633044,1.277100128,1.202741041,1.148428754,1.108369858,1.078066059
5/12/1999,2.064512196,1.772744082,1.557415374,1.391585823,1.265939643,1.172706318,1.104425555,1.054552909,1.017768542,0.989941862
5/13/1999,2.075121638,1.781854139,1.565418866,1.398737124,1.272445254,1.178732806,1.110101151,1.059972212,1.022998812,0.995029131
5/14/1999,2.081304965,1.787163605,1.570083411,1.402905,1.276236812,1.182245126,1.113408966,1.063130656,1.026047084,0.997994062
5/17/1999,2.087963942,1.792881498,1.575106773,1.407393488,1.280320035,1.186027629,1.116971234,1.066532062,1.029329844,1.001187068
5/18/1999,2.06583342,1.773878583,1.558412072,1.392476395,1.266749805,1.173456814,1.105132353,1.05522779,1.018419882,0.990575394
5/19/1999,2.07871437,1.784939126,1.568129132,1.401158808,1.274648283,1.180773589,1.112023109,1.06180738,1.024769966,0.996751861
5/20/1999,2.076190829,1.782772226,1.566225437,1.399457813,1.273100872,1.17934014,1.110673123,1.060518355,1.023525904,0.995541813
5/21/1999,2.057310525,1.766560189,1.551982617,1.386731532,1.261523645,1.168615547,1.100572969,1.050874295,1.014218243,0.986488631
5/24/1999,2.054549163,1.764189078,1.549899516,1.384870234,1.259830404,1.167047009,1.099095759,1.049463791,1.01285694,0.985164547
5/25/1999,2.04755988,1.758187559,1.544626979,1.380159103,1.255544641,1.163076882,1.095356792,1.045893665,1.009411345,0.981813158
5/26/1999,2.032790339,1.74550533,1.533485214,1.370203684,1.246488095,1.154687329,1.08745572,1.038349383,1.002130219,0.974731104
5/27/1999,2.03885476,1.750712694,1.538060058,1.374291411,1.250206742,1.158132106,1.090699926,1.04144709,1.005119873,0.977639018
6/1/1999,2.040479869,1.752108133,1.539285999,1.375386817,1.251203243,1.159055218,1.091569289,1.042277195,1.005921023,0.978418264
6/2/1999,1.910631292,1.640610465,1.441331543,1.287862297,1.171581306,1.085297239,1.022105865,0.975950537,0.941907937,0.916155352
6/3/1999,1.917290269,1.646328359,1.446354905,1.292350785,1.175664529,1.089079743,1.025668132,0.979351943,0.945190697,0.919348358
6/4/1999,1.917845181,1.646804848,1.446773516,1.292724824,1.176004796,1.08939495,1.025964987,0.979635392,0.945464259,0.919614441
6/7/1999,1.946053338,1.671026475,1.468053031,1.311738551,1.193301775,1.105418049,1.041055142,0.99404412,0.959370389,0.933140365
6/8/1999,1.94695177,1.671797936,1.468730786,1.31234414,1.193852685,1.105928386,1.041535765,0.994503039,0.9598133,0.933571167
6/9/1999,1.845307784,1.584518832,1.392053154,1.243830943,1.13152554,1.048191481,0.987160588,0.942583287,0.909704586,0.884832469
6/10/1999,1.845320999,1.584530179,1.392063122,1.243839851,1.131533643,1.048198987,0.987167657,0.942590037,0.909711101,0.884838805
6/11/1999,1.846338338,1.585403742,1.392830577,1.244525588,1.132157466,1.048776867,0.98771189,0.943109694,0.910212631,0.885326623
6/14/1999,1.84518887,1.584416723,1.391963448,1.243750789,1.131452623,1.048123934,0.987096974,0.942522546,0.909645963,0.884775449
6/15/1999,1.870067539,1.605779403,1.410731282,1.260520272,1.146707991,1.062255782,1.000405996,0.955230571,0.921910714,0.89670487
6/16/1999,1.533963397,1.31717533,1.157182884,1.033969051,0.940612062,0.871338309,0.820604683,0.783548562,0.756217228,0.735541589
6/17/1999,1.52353893,1.308224105,1.149318932,1.026942432,0.934219877,0.865416892,0.81502804,0.778223744,0.751078147,0.730543015
6/18/1999,1.549183911,1.330244798,1.168664852,1.044228449,0.94994514,0.879984029,0.828747005,0.791323201,0.763720676,0.742839886
6/21/1999,1.503813041,1.291285987,1.134438225,1.013646184,0.922124145,0.854211982,0.804475534,0.768147759,0.741353628,0.721084373
6/22/1999,1.523578566,1.308258139,1.149348832,1.026969149,0.934244181,0.865439406,0.815049243,0.77824399,0.751097687,0.730562021
6/23/1999,1.141131687,0.979860738,0.860840656,0.769180575,0.699731318,0.648197836,0.610456552,0.58289011,0.562558039,0.547177211
6/24/1999,1.124048247,0.965191623,0.847953344,0.757665471,0.689255912,0.638493918,0.601317643,0.574163888,0.554136201,0.538985633
6/25/1999,1.137313347,0.976582027,0.857960198,0.76660682,0.697389948,0.646028902,0.608413904,0.580939701,0.560675664,0.545346302
6/28/1999,1.150552021,0.987949739,0.867947116,0.775530358,0.705507779,0.653548876,0.615496027,0.587702017,0.5672021,0.5516943
6/29/1999,1.131063951,0.97121583,0.853245813,0.762394411,0.693557876,0.642479053,0.605070745,0.57774751,0.557594821,0.542349692
6/30/1999,0.912091919,0.783190119,0.688058894,0.614796167,0.559286267,0.518096216,0.487930091,0.465896587,0.449645424,0.437351726
7/1/1999,0.86645681,0.744004412,0.653632931,0.584035791,0.531303243,0.492174073,0.463517263,0.442586172,0.427148111,0.415469509
7/2/1999,0.869627749,0.746727216,0.656025006,0.586173164,0.533247633,0.493975263,0.46521358,0.444205888,0.428711328,0.416989986
7/6/1999,0.852451822,0.731978685,0.643067925,0.57459572,0.522715515,0.484218809,0.456025195,0.435432424,0.420243896,0.408754061
7/7/1999,0.865830023,0.743466206,0.653160099,0.583613305,0.530918903,0.491818038,0.463181959,0.442266009,0.426839116,0.415168962
7/8/1999,0.872145479,0.748889127,0.657924318,0.587870242,0.534791482,0.495405411,0.466560457,0.445491944,0.429952526,0.418197248
7/9/1999,0.863610363,0.74156024,0.651485643,0.582117141,0.529557828,0.490557203,0.461994536,0.441132207,0.425744862,0.414104626
7/13/1999,0.865037287,0.742785503,0.652562078,0.58307896,0.530432804,0.491367739,0.462757879,0.441861079,0.42644831,0.414788841
7/14/1999,0.825216897,0.708592748,0.622522592,0.556238,0.506015313,0.468748536,0.441455677,0.421520823,0.406817552,0.395694805
7/15/1999,0.853041897,0.732485367,0.643513062,0.57499346,0.523077343,0.48455399,0.456340859,0.435733834,0.420534792,0.409037004
7/16/1999,0.863307814,0.741300449,0.651257408,0.581913208,0.529372308,0.490385346,0.461832685,0.440977664,0.42559571,0.413959552
7/19/1999,0.838481997,0.719983151,0.632529444,0.565179349,0.514149348,0.476283519,0.448551937,0.428296636,0.413357015,0.402055474
7/20/1999,0.868051011,0.745373311,0.654835555,0.585110363,0.532280792,0.493079628,0.464370092,0.44340049,0.427934024,0.416233934
7/22/1999,1.131002457,0.971163026,0.853199423,0.762352961,0.693520169,0.642444123,0.605037848,0.577716099,0.557564505,0.542320205
7/23/1999,1.155762216,0.992423601,0.871877554,0.779042293,0.708702622,0.656508426,0.618283258,0.590363384,0.569770635,0.554192609
7/26/1999,1.155511185,0.992208047,0.871688182,0.778873085,0.708548692,0.656365833,0.618148967,0.590235157,0.569646881,0.554072238
7/27/1999,1.142206446,0.980783606,0.861651427,0.769905017,0.70039035,0.648808332,0.611031502,0.583439096,0.563087877,0.547692563
7/28/1999,1.040318383,0.893294919,0.784789669,0.7012273,0.637913539,0.590932784,0.556525754,0.53139467,0.512858837,0.498836829
7/29/1999,1.031822906,0.886000069,0.778380898,0.695500918,0.632704192,0.586107092,0.551981038,0.52705518,0.508670715,0.494763213
7/30/1999,1.046039287,0.898207315,0.789105374,0.70508348,0.641421545,0.594182434,0.559586193,0.534316908,0.515679143,0.501580025
8/2/1999,1.060638825,0.910743566,0.800118893,0.714924308,0.650373845,0.602475419,0.56739632,0.541774353,0.522876461,0.508580562
8/3/1999,1.065038502,0.914521457,0.803437897,0.717889913,0.653071686,0.604974571,0.569749959,0.544021708,0.525045425,0.510690225
8/4/1999,1.087219427,0.933567652,0.820170621,0.73284098,0.666672823,0.617574017,0.581615803,0.555351725,0.535980234,0.521326067
8/5/1999,1.098674447,0.943403787,0.828811996,0.740562244,0.673696934,0.62408082,0.587743748,0.56120295,0.54162736,0.526818795
8/6/1999,1.087074092,0.933442857,0.820060984,0.732743017,0.666583704,0.617491462,0.581538055,0.555277488,0.535908587,0.521256378
8/9/1999,1.087060879,0.933431512,0.820051017,0.732734111,0.666575603,0.617483957,0.581530987,0.555270739,0.535902073,0.521250043
8/10/1999,1.101713265,0.946013142,0.831104403,0.742610561,0.675560309,0.625806962,0.589369385,0.562755178,0.543125444,0.52827592
8/11/1999,1.121524249,0.96302433,0.846049304,0.755964168,0.68770822,0.637060209,0.599967413,0.572874629,0.552891914,0.537775366
8/12/1999,1.117613423,0.959666204,0.843099078,0.753328074,0.685310138,0.634838741,0.597875289,0.57087698,0.550963945,0.53590011
8/13/1999,1.118643981,0.960551117,0.843876504,0.754022722,0.685942066,0.635424129,0.598426593,0.571403388,0.551471992,0.536394266
8/16/1999,1.113108047,0.955797551,0.839700336,0.750291222,0.682547483,0.632279548,0.595465105,0.568575633,0.548742873,0.533739764
8/17/1999,1.109025461,0.952291939,0.836620538,0.747539352,0.68004408,0.629960514,0.593281097,0.566490248,0.546730229,0.531782148
8/18/1999,1.132342402,0.972313603,0.854210244,0.763256152,0.694341811,0.643205253,0.605754661,0.578400543,0.558225075,0.542962714
8/19/1999,1.130122744,0.970407639,0.85253579,0.76175999,0.692980737,0.641944419,0.604567239,0.577266741,0.557130822,0.541898379
8/20/1999,1.134377088,0.974060736,0.855745159,0.764627633,0.695589461,0.644361017,0.606843131,0.57943986,0.55922814,0.543938354
8/23/1999,1.134086419,0.973811146,0.855525886,0.764431708,0.695411226,0.644195908,0.606687635,0.579291387,0.559084845,0.543798977
8/24/1999,1.134020357,0.97375442,0.85547605,0.764387178,0.695370717,0.644158383,0.606652295,0.579257642,0.559052277,0.5437673
8/25/1999,1.173638652,1.007773641,0.885363082,0.791091916,0.719664286,0.666662791,0.627846385,0.599494668,0.578583407,0.562764431
8/26/1999,1.177826935,1.011370014,0.888522616,0.793915032,0.722232502,0.669041864,0.630086937,0.601634044,0.580648157,0.56477273
8/27/1999,1.170811231,1.005345807,0.883230147,0.789186091,0.717930538,0.665056728,0.626333836,0.598050422,0.577189537,0.561408671
8/30/1999,1.172898766,1.00713832,0.884804931,0.790593196,0.719210595,0.666242513,0.627450578,0.599116735,0.578218656,0.562409653
8/31/1999,1.175660127,1.009509431,0.886888031,0.792454493,0.720903836,0.66781105,0.628927787,0.600527238,0.579579959,0.563733737
9/1/1999,1.205286327,1.034948695,0.909237281,0.812424053,0.739070346,0.684639642,0.644776535,0.615660302,0.594185159,0.577939618
9/2/1999,1.200648825,1.03096659,0.905738868,0.809298142,0.736226673,0.682005398,0.64229567,0.613291466,0.591898951,0.575715918
9/3/1999,1.205233477,1.034903314,0.909197412,0.812388429,0.739037938,0.684609621,0.644748263,0.615633306,0.594159105,0.577914276
9/7/1999,1.20841763,1.037637465,0.911599456,0.81453471,0.740990431,0.686418318,0.646451648,0.617259772,0.595728837,0.579441091
9/8/1999,1.275976127,1.095648227,0.962563864,0.86007256,0.782416672,0.724793619,0.682592549,0.651768655,0.629033999,0.61183566
9/9/1999,1.27435102,1.094252789,0.961337925,0.858977155,0.781420172,0.723870508,0.681723186,0.65093855,0.628232849,0.611056415
9/10/1999,1.277535173,1.09698694,0.963739969,0.861123436,0.783372665,0.725679205,0.683426572,0.652565016,0.629802581,0.612583229
9/13/1999,1.277825842,1.09723653,0.963959242,0.861319361,0.7835509,0.725844313,0.683582067,0.652713489,0.629945876,0.612722606
9/14/1999,1.275883642,1.095568812,0.962494096,0.86001022,0.782359961,0.724741084,0.682543073,0.651721413,0.628988405,0.611791313
9/15/1999,1.434663918,1.231909394,1.082273888,0.967036171,0.879722547,0.814933156,0.767483716,0.732826384,0.707264315,0.687927091
9/16/1999,1.435958718,1.233021207,1.083250653,0.967908932,0.880516507,0.815668643,0.768176379,0.733487768,0.707902629,0.688547953
9/17/1999,1.433488027,1.230899687,1.081386827,0.966243561,0.879001502,0.814265214,0.766854665,0.732225739,0.706684621,0.687363247
9/20/1999,1.445828271,1.24149594,1.090695992,0.974561511,0.886568424,0.821274852,0.773456167,0.738529136,0.712768146,0.693280443
9/21/1999,1.44724198,1.242709856,1.091762458,0.975514422,0.887435298,0.822077882,0.774212441,0.739251259,0.71346508,0.693958322
9/22/1999,1.620143319,1.391175836,1.222194821,1.092058685,0.993456788,0.920291151,0.866707248,0.82756927,0.798702428,0.776865207
9/23/1999,1.619059916,1.390245545,1.221377529,1.091328417,0.992792455,0.919675745,0.866127674,0.827015867,0.798168329,0.77634571
9/24/1999,1.610485164,1.382882624,1.214908955,1.0855486,0.987534497,0.914805023,0.861540549,0.822635884,0.793941126,0.772234083
9/27/1999,1.609679217,1.382190578,1.214300969,1.08500535,0.987040298,0.91434722,0.861109402,0.822224206,0.793543808,0.771847628
9/28/1999,1.609784915,1.382281338,1.214380705,1.085076596,0.987105111,0.91440726,0.861165946,0.822278196,0.793595915,0.77189831
9/29/1999,1.713928352,1.471706657,1.292943859,1.155274549,1.050964896,0.97356393,0.916878222,0.875474668,0.844936815,0.821835505
9/30/1999,1.700967134,1.460577189,1.283166247,1.146538032,1.043017198,0.96620156,0.909944525,0.868854077,0.83854716,0.815620549
10/1/1999,1.713003495,1.470912505,1.29224617,1.154651149,1.050397782,0.973038582,0.916383463,0.875002251,0.844480877,0.821392032
10/4/1999,1.71285816,1.47078771,1.292136533,1.154553185,1.050308664,0.972956028,0.916305715,0.874928014,0.844409229,0.821322344
10/5/1999,1.72054769,1.477390513,1.297937318,1.159736318,1.055023812,0.977323917,0.920419284,0.878855826,0.848200033,0.825009504
10/6/1999,1.736404536,1.491006384,1.309899319,1.170424636,1.064747083,0.986331092,0.928902017,0.886955504,0.856017182,0.832612925
10/7/1999,1.732229465,1.487421357,1.306749752,1.167610427,1.062186968,0.983959524,0.926668533,0.884822877,0.853958945,0.830610962
10/8/1999,1.731819885,1.48706966,1.306440775,1.167334349,1.061935817,0.98372687,0.926449425,0.884613664,0.853757029,0.830414567
10/12/1999,1.723231922,1.479695396,1.299962235,1.161545627,1.056669759,0.978848643,0.921855233,0.880226932,0.849523313,0.826296604
10/13/1999,1.859138039,1.596394519,1.402486345,1.253153235,1.140006123,1.05604749,0.994559181,0.949647781,0.91652266,0.891464131
10/14/1999,1.859996836,1.597131946,1.4031342,1.253732108,1.140532729,1.056535313,0.995018601,0.950086455,0.916946032,0.891875928
10/15/1999,1.857129774,1.594670073,1.400971361,1.251799563,1.138774674,1.054906734,0.993484846,0.94862196,0.915532621,0.89050116
10/18/1999,1.857182624,1.594715454,1.40101123,1.251835187,1.138807081,1.054936755,0.993513118,0.948648956,0.915558675,0.890526502
10/19/1999,1.866853993,1.603020013,1.408307065,1.25835418,1.144737475,1.06043039,0.998686886,0.953589091,0.920326492,0.895163962
10/20/1999,1.561088842,1.340467259,1.177645629,1.052252975,0.957245133,0.886746395,0.835115633,0.79740424,0.7695896,0.748548348
10/21/1999,1.541204404,1.323392998,1.162645315,1.038849856,0.94505218,0.875451423,0.824478311,0.787247268,0.759786918,0.73901368
10/22/1999,1.55244803,1.333047614,1.17112722,1.04642863,0.951946667,0.881838148,0.830493169,0.792990513,0.76532983,0.744405044
10/25/1999,1.557508323,1.337392758,1.174944576,1.049839524,0.955049591,0.88471255,0.833200209,0.795575311,0.767824466,0.746831475
10/26/1999,1.550677586,1.331527378,1.169791642,1.045235261,0.950861047,0.880832482,0.829546057,0.79208617,0.764457032,0.743556109
10/27/1999,1.646933126,1.414179561,1.242404368,1.110116372,1.009884048,0.935508584,0.881038646,0.841253504,0.811909336,0.789711026
10/28/1999,1.643009088,1.410810089,1.239444174,1.107471372,1.007477864,0.93327961,0.878939454,0.839249105,0.809974853,0.787829434
11/1/1999,1.65634025,1.422257219,1.249500862,1.11645725,1.015652408,0.940852119,0.886071055,0.846058663,0.816546884,0.794221779
11/2/1999,1.662536792,1.427578032,1.254175376,1.120634034,1.01945207,0.944371945,0.889385939,0.849223857,0.819601671,0.797193046
